"","id","nct_id","result_group_id","ctgov_group_code","time_frame","event_type","default_vocab","default_assessment","subjects_affected","subjects_at_risk","description","event_count","organ_system","adverse_event_term","frequency_threshold","vocab","assessment"
"11",579364197,"NCT00457951",60237416,"EG001","D1 to D90","serious",NA,NA,1,65,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Nervous system disorders","Ischaemic stroke",5,"MedDRA (Unspecified)","Systematic Assessment"
"12",579364198,"NCT00457951",60237417,"EG002","D1 to D90","serious",NA,NA,0,69,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Nervous system disorders","Ischaemic stroke",5,"MedDRA (Unspecified)","Systematic Assessment"
"13",579364199,"NCT00457951",60237415,"EG000","D1 to D90","serious",NA,NA,0,13,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Respiratory, thoracic and mediastinal disorders","Acute respiratory failure",5,"MedDRA (Unspecified)","Systematic Assessment"
"14",579364200,"NCT00457951",60237416,"EG001","D1 to D90","serious",NA,NA,1,65,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Respiratory, thoracic and mediastinal disorders","Acute respiratory failure",5,"MedDRA (Unspecified)","Systematic Assessment"
"15",579364201,"NCT00457951",60237417,"EG002","D1 to D90","serious",NA,NA,0,69,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Respiratory, thoracic and mediastinal disorders","Acute respiratory failure",5,"MedDRA (Unspecified)","Systematic Assessment"
"16",579364202,"NCT00457951",60237415,"EG000","D1 to D90","serious",NA,NA,0,13,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Respiratory, thoracic and mediastinal disorders","Chronic obstructive pulmonary disease",5,"MedDRA (Unspecified)","Systematic Assessment"
"17",579364203,"NCT00457951",60237416,"EG001","D1 to D90","serious",NA,NA,1,65,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Respiratory, thoracic and mediastinal disorders","Chronic obstructive pulmonary disease",5,"MedDRA (Unspecified)","Systematic Assessment"
"18",579364204,"NCT00457951",60237417,"EG002","D1 to D90","serious",NA,NA,0,69,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Respiratory, thoracic and mediastinal disorders","Chronic obstructive pulmonary disease",5,"MedDRA (Unspecified)","Systematic Assessment"
"19",579364205,"NCT00457951",60237415,"EG000","D1 to D90","serious",NA,NA,0,13,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Cardiac disorders","Cardiopulmonary failure",5,"MedDRA (Unspecified)","Systematic Assessment"
"20",579364206,"NCT00457951",60237416,"EG001","D1 to D90","serious",NA,NA,1,65,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Cardiac disorders","Cardiopulmonary failure",5,"MedDRA (Unspecified)","Systematic Assessment"
"21",579364207,"NCT00457951",60237417,"EG002","D1 to D90","serious",NA,NA,0,69,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Cardiac disorders","Cardiopulmonary failure",5,"MedDRA (Unspecified)","Systematic Assessment"
"22",579364208,"NCT00457951",60237415,"EG000","D1 to D90","serious",NA,NA,1,13,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Respiratory, thoracic and mediastinal disorders","Respiratory failure",5,"MedDRA (Unspecified)","Systematic Assessment"
"23",579364209,"NCT00457951",60237416,"EG001","D1 to D90","serious",NA,NA,0,65,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Respiratory, thoracic and mediastinal disorders","Respiratory failure",5,"MedDRA (Unspecified)","Systematic Assessment"
"24",579364210,"NCT00457951",60237417,"EG002","D1 to D90","serious",NA,NA,0,69,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Respiratory, thoracic and mediastinal disorders","Respiratory failure",5,"MedDRA (Unspecified)","Systematic Assessment"
"25",579364211,"NCT00457951",60237415,"EG000","D1 to D90","other",NA,NA,0,13,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",0,"Hepatobiliary disorders","ALT Increased",5,"MedDRA (Unspecified)","Systematic Assessment"
"26",579364212,"NCT00457951",60237416,"EG001","D1 to D90","other",NA,NA,7,65,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",8,"Hepatobiliary disorders","ALT Increased",5,"MedDRA (Unspecified)","Systematic Assessment"
"27",579364213,"NCT00457951",60237417,"EG002","D1 to D90","other",NA,NA,26,69,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",33,"Hepatobiliary disorders","ALT Increased",5,"MedDRA (Unspecified)","Systematic Assessment"
"28",579364214,"NCT00457951",60237415,"EG000","D1 to D90","other",NA,NA,0,13,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",0,"Hepatobiliary disorders","AST Increased",5,"MedDRA (Unspecified)","Systematic Assessment"
"29",579364215,"NCT00457951",60237416,"EG001","D1 to D90","other",NA,NA,6,65,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",6,"Hepatobiliary disorders","AST Increased",5,"MedDRA (Unspecified)","Systematic Assessment"
"30",579364216,"NCT00457951",60237417,"EG002","D1 to D90","other",NA,NA,22,69,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",29,"Hepatobiliary disorders","AST Increased",5,"MedDRA (Unspecified)","Systematic Assessment"
"31",579364217,"NCT00457951",60237415,"EG000","D1 to D90","other",NA,NA,0,13,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Gastrointestinal disorders","Diarrhoea",5,"MedDRA (Unspecified)","Systematic Assessment"
"32",579364218,"NCT00457951",60237416,"EG001","D1 to D90","other",NA,NA,3,65,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Gastrointestinal disorders","Diarrhoea",5,"MedDRA (Unspecified)","Systematic Assessment"
"33",579364219,"NCT00457951",60237417,"EG002","D1 to D90","other",NA,NA,4,69,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Gastrointestinal disorders","Diarrhoea",5,"MedDRA (Unspecified)","Systematic Assessment"
"34",579364220,"NCT00457951",60237415,"EG000","D1 to D90","other",NA,NA,0,13,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Gastrointestinal disorders","Constipation",5,"MedDRA (Unspecified)","Systematic Assessment"
"35",579364221,"NCT00457951",60237416,"EG001","D1 to D90","other",NA,NA,1,65,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Gastrointestinal disorders","Constipation",5,"MedDRA (Unspecified)","Systematic Assessment"
"36",579364222,"NCT00457951",60237417,"EG002","D1 to D90","other",NA,NA,4,69,"Of the 145 subjects consented in the randomized phase, 138 were randomized. Of the 138 randomized subjects, 134 were included in the safety population; 4 of the 138 randomized subjects did not receive study medication.",NA,"Gastrointestinal disorders","Constipation",5,"MedDRA (Unspecified)","Systematic Assessment"
"37",577515902,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,0,168,NA,0,"Blood and lymphatic system disorders","Anaemia",2,NA,NA
"38",577515903,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,2,167,NA,2,"Blood and lymphatic system disorders","Anaemia",2,NA,NA
"39",577515904,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,39,168,NA,57,"Cardiac disorders","Cardiac failure",2,NA,NA
"40",577515905,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,23,167,NA,32,"Cardiac disorders","Cardiac failure",2,NA,NA
"41",577515906,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,6,168,NA,6,"Infections and infestations","Pneumonia",2,NA,NA
"42",577515907,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,4,167,NA,5,"Infections and infestations","Pneumonia",2,NA,NA
"43",577515908,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,4,168,NA,4,"Injury, poisoning and procedural complications","Lead Dislodgement",2,NA,NA
"44",577515909,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,3,167,NA,3,"Injury, poisoning and procedural complications","Lead Dislodgement",2,NA,NA
"45",577515910,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,1,168,NA,1,"Respiratory, thoracic and mediastinal disorders","Dyspnoea",2,NA,NA
"46",577515911,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","serious",NA,NA,2,167,NA,3,"Respiratory, thoracic and mediastinal disorders","Dyspnoea",2,NA,NA
"47",577515912,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,7,168,NA,10,"Cardiac disorders","Cardiac failure",2,NA,NA
"48",577515913,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,3,167,NA,3,"Cardiac disorders","Cardiac failure",2,NA,NA
"49",577515914,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,7,168,NA,9,"Cardiac disorders","Ventricular tachycardia",2,NA,NA
"50",577515915,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,0,167,NA,0,"Cardiac disorders","Ventricular tachycardia",2,NA,NA
"51",577515916,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,8,168,NA,9,"General disorders","Chest pain",2,NA,NA
"52",577515917,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,3,167,NA,3,"General disorders","Chest pain",2,NA,NA
"53",577515918,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,6,168,NA,8,"General disorders","Oedema peripheral",2,NA,NA
"54",577515919,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,3,167,NA,4,"General disorders","Oedema peripheral",2,NA,NA
"55",577515920,"NCT00480077",60106726,"EG000","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,19,168,NA,24,"Respiratory, thoracic and mediastinal disorders","Dyspnoea",2,NA,NA
"56",577515921,"NCT00480077",60106727,"EG001","mean follow up period (months): 14.9 +/- 5.4","other",NA,NA,11,167,NA,13,"Respiratory, thoracic and mediastinal disorders","Dyspnoea",2,NA,NA
"57",576416083,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Blood and lymphatic system disorders","Disseminated Intravascular Coagulation",5,"MedDRA 14.0","Systematic Assessment"
"58",576416084,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Blood and lymphatic system disorders","Disseminated Intravascular Coagulation",5,"MedDRA 14.0","Systematic Assessment"
"59",576416085,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Blood and lymphatic system disorders","Anaemia",5,"MedDRA 14.0","Systematic Assessment"
"60",576416086,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Blood and lymphatic system disorders","Anaemia",5,"MedDRA 14.0","Systematic Assessment"
"61",576416087,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Blood and lymphatic system disorders","Febrile Neutropenia",5,"MedDRA 14.0","Systematic Assessment"
"62",576416088,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Blood and lymphatic system disorders","Febrile Neutropenia",5,"MedDRA 14.0","Systematic Assessment"
"63",576416089,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Blood and lymphatic system disorders","Hilar Lymphadenopathy",5,"MedDRA 14.0","Systematic Assessment"
"64",576416090,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Blood and lymphatic system disorders","Hilar Lymphadenopathy",5,"MedDRA 14.0","Systematic Assessment"
"65",576416091,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Blood and lymphatic system disorders","Iron Deficiency Anaemia",5,"MedDRA 14.0","Systematic Assessment"
"66",576416092,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Blood and lymphatic system disorders","Iron Deficiency Anaemia",5,"MedDRA 14.0","Systematic Assessment"
"67",576416093,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Blood and lymphatic system disorders","Lymphadenopathy",5,"MedDRA 14.0","Systematic Assessment"
"68",576416094,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Blood and lymphatic system disorders","Lymphadenopathy",5,"MedDRA 14.0","Systematic Assessment"
"69",576416095,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Blood and lymphatic system disorders","Neutropenia",5,"MedDRA 14.0","Systematic Assessment"
"70",576416096,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Blood and lymphatic system disorders","Neutropenia",5,"MedDRA 14.0","Systematic Assessment"
"71",576416097,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Blood and lymphatic system disorders","Pancytopenia",5,"MedDRA 14.0","Systematic Assessment"
"72",576416098,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Blood and lymphatic system disorders","Pancytopenia",5,"MedDRA 14.0","Systematic Assessment"
"73",576416099,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,9,703,NA,NA,"Cardiac disorders","Cardiac Failure",5,"MedDRA 14.0","Systematic Assessment"
"74",576416100,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,3,712,NA,NA,"Cardiac disorders","Cardiac Failure",5,"MedDRA 14.0","Systematic Assessment"
"75",576416101,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Angina Pectoris",5,"MedDRA 14.0","Systematic Assessment"
"76",576416102,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,7,712,NA,NA,"Cardiac disorders","Angina Pectoris",5,"MedDRA 14.0","Systematic Assessment"
"77",576416103,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,5,703,NA,NA,"Cardiac disorders","Myocardial Infarction",5,"MedDRA 14.0","Systematic Assessment"
"78",576416104,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,3,712,NA,NA,"Cardiac disorders","Myocardial Infarction",5,"MedDRA 14.0","Systematic Assessment"
"79",576416105,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,4,703,NA,NA,"Cardiac disorders","Atrial Fibrillation",5,"MedDRA 14.0","Systematic Assessment"
"80",576416106,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,2,712,NA,NA,"Cardiac disorders","Atrial Fibrillation",5,"MedDRA 14.0","Systematic Assessment"
"81",576416107,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,3,703,NA,NA,"Cardiac disorders","Coronary Artery Disease",5,"MedDRA 14.0","Systematic Assessment"
"82",576416108,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Cardiac disorders","Coronary Artery Disease",5,"MedDRA 14.0","Systematic Assessment"
"83",576416109,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Cardiac disorders","Acute Myocardial Infarction",5,"MedDRA 14.0","Systematic Assessment"
"84",576416110,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,2,712,NA,NA,"Cardiac disorders","Acute Myocardial Infarction",5,"MedDRA 14.0","Systematic Assessment"
"85",576416111,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Cardiac disorders","Cardiac Arrest",5,"MedDRA 14.0","Systematic Assessment"
"86",576416112,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,2,712,NA,NA,"Cardiac disorders","Cardiac Arrest",5,"MedDRA 14.0","Systematic Assessment"
"87",576416113,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Cardiac disorders","Cardiac Failure Congestive",5,"MedDRA 14.0","Systematic Assessment"
"88",576416114,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Cardiac disorders","Cardiac Failure Congestive",5,"MedDRA 14.0","Systematic Assessment"
"89",576416115,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Cardiac disorders","Cardio-Respiratory Arrest",5,"MedDRA 14.0","Systematic Assessment"
"90",576416116,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,2,712,NA,NA,"Cardiac disorders","Cardio-Respiratory Arrest",5,"MedDRA 14.0","Systematic Assessment"
"91",576416117,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Acute Coronary Syndrome",5,"MedDRA 14.0","Systematic Assessment"
"92",576416118,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Cardiac disorders","Acute Coronary Syndrome",5,"MedDRA 14.0","Systematic Assessment"
"93",576416119,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Cardiac disorders","Angina Unstable",5,"MedDRA 14.0","Systematic Assessment"
"94",576416120,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Cardiac disorders","Angina Unstable",5,"MedDRA 14.0","Systematic Assessment"
"95",576416121,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Atrial Flutter",5,"MedDRA 14.0","Systematic Assessment"
"96",576416122,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Cardiac disorders","Atrial Flutter",5,"MedDRA 14.0","Systematic Assessment"
"97",576416123,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Bradycardia",5,"MedDRA 14.0","Systematic Assessment"
"98",576416124,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Cardiac disorders","Bradycardia",5,"MedDRA 14.0","Systematic Assessment"
"99",576416125,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Cardiac Disorder",5,"MedDRA 14.0","Systematic Assessment"
"100",576416126,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Cardiac disorders","Cardiac Disorder",5,"MedDRA 14.0","Systematic Assessment"
"101",576416127,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Cardiac Failure Acute",5,"MedDRA 14.0","Systematic Assessment"
"102",576416128,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Cardiac disorders","Cardiac Failure Acute",5,"MedDRA 14.0","Systematic Assessment"
"103",576416129,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Cardiac disorders","Cardiac Failure Chronic",5,"MedDRA 14.0","Systematic Assessment"
"104",576416130,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Cardiac disorders","Cardiac Failure Chronic",5,"MedDRA 14.0","Systematic Assessment"
"105",576416131,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Diastolic Dysfunction",5,"MedDRA 14.0","Systematic Assessment"
"106",576416132,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Cardiac disorders","Diastolic Dysfunction",5,"MedDRA 14.0","Systematic Assessment"
"107",576416133,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Hypertensive Cardiomyopathy",5,"MedDRA 14.0","Systematic Assessment"
"108",576416134,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Cardiac disorders","Hypertensive Cardiomyopathy",5,"MedDRA 14.0","Systematic Assessment"
"109",576416135,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Mitral Valve Incompetence",5,"MedDRA 14.0","Systematic Assessment"
"110",576416136,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Cardiac disorders","Mitral Valve Incompetence",5,"MedDRA 14.0","Systematic Assessment"
"111",576416137,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Cardiac disorders","Prinzmetal Angina",5,"MedDRA 14.0","Systematic Assessment"
"112",576416138,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Cardiac disorders","Prinzmetal Angina",5,"MedDRA 14.0","Systematic Assessment"
"113",576416139,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Cardiac disorders","Sinus Bradycardia",5,"MedDRA 14.0","Systematic Assessment"
"114",576416140,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Cardiac disorders","Sinus Bradycardia",5,"MedDRA 14.0","Systematic Assessment"
"115",576416141,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Cardiac disorders","Ventricular Fibrillation",5,"MedDRA 14.0","Systematic Assessment"
"116",576416142,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Cardiac disorders","Ventricular Fibrillation",5,"MedDRA 14.0","Systematic Assessment"
"117",576416143,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Congenital, familial and genetic disorders","Congenital Aortic Valve Stenosis",5,"MedDRA 14.0","Systematic Assessment"
"118",576416144,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Congenital, familial and genetic disorders","Congenital Aortic Valve Stenosis",5,"MedDRA 14.0","Systematic Assessment"
