"id";"pmid";"doi";"any paper";"publication_found";"publication_date";"comments_from_doublecheck";"last_update_submitted_date";"registration_date";"summary_results_date";"study_type";"phase";"enrollment";"recruitment_status";"title";"start_date";"completion_date";"primary_completion_date";"has_summary_results";"allocation";"masking";"main_sponsor";"is_multicentric";"principal_investigator_1";"principal_investigator_2";"principal_investigator_3";"study_chair_1";"study_chair_2";"study_director_1";"study_director_2";"unspecified_official";"sub_investigator";"registration_year";"start_year";"completion_year";"primary_completion_year";"affiliation";"initial_doublecheck";"main_sample_rater";"publication_type";"has_reg_pub_link";"color_green_only";"color";"issn";"journal";"publisher";"publication_date_unpaywall";"has_followup_2y";"has_followup_2y_pub";"has_followup_2y_sumres";"has_followup_5y";"has_followup_5y_pub";"has_followup_5y_sumres";"is_summary_results_5y";"is_summary_results_2y";"is_publication_2y";"is_publication_5y";"has_publication";"has_pubmed";"has_ft";"ft_source";"ft_doi.x";"pub_title";"journal_pubmed";"ppub_date";"epub_date";"citation";"registry";"has_trn_secondary_id";"has_trn_abstract";"has_trn_ft";"ft_doi.y"
"NCT01979874";"30771686";"10.1371/journal.pone.0212119";1;2;2019-02-13;NA;2019-07-18;2013-11-01;NA;"Interventional";"Phase 2";26;"Completed";"The Effects of Omega-3 Fatty Acids on Peripheral Arterial Disease II";2014-02-01;2017-09-01;2017-09-01;FALSE;"Randomized";"Triple";"OTHER";FALSE;"UCSF & SFVAMC";NA;NA;NA;NA;NA;NA;NA;NA;2013;2014;2017;2017;"UCSF";NA;"Emmanuel";"journal publication";FALSE;"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";2019-02-25;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Fish Oil Increases Specialized Pro-resolving Lipid Mediators in PAD (The OMEGA-PAD II Trial)";"The Journal of surgical research";"2019-06";"2019-02-13";"Ramirez et al. (2019) Fish Oil Increases Specialized Pro-resolving Lipid Mediators in PAD (The OMEGA-PAD II Trial)";NA;FALSE;FALSE;FALSE;NA
"NCT03303027";"30797848";"10.1097/CND.0000000000000239";1;3;2019-02-21;"trial ID - confirmed";2019-04-29;2017-10-02;NA;"Interventional";"Not Applicable";50;"Completed";"6-0 Fast Absorbing Gut Versus 5-0 Fast Absorbing Gut for Linear Wound Closure";2016-04-27;2019-04-16;2017-03-21;FALSE;"Non-Randomized";"Single";"OTHER";TRUE;"University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2017;2016;2019;2017;"UCD";NA;"Nicole";"journal publication";FALSE;"hybrid";"hybrid";"1522-0443";"Journal of Clinical Neuromuscular Disease";"Ovid Technologies (Wolters Kluwer Health)";2019-03-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Use of 5-0 Fast Absorbing Gut versus 6-0 Fast Absorbing Gut during cutaneous wound closure on the head and neck: A randomized evaluator-blinded split-wound comparative effectiveness trial";"Journal of the American Academy of Dermatology";"2019-Jul";"2019-02-21";"Pourang et al. (2019) Use of 5-0 Fast Absorbing Gut versus 6-0 Fast Absorbing Gut during cutaneous wound closure on the head and neck: A randomized evaluator-blinded split-wound comparative effectiveness trial";NA;FALSE;FALSE;FALSE;NA
"NCT02970162";"30801481";"10.1212/WNL.0000000000007041";1;2;2019-03-01;"30801481 cites the trial ID and intervention suits the registration";2018-12-20;2016-11-16;2018-09-24;"Interventional";"Phase 3";26;"Completed";"Phase 3 Study to Evaluate Efficacy of Amifampridine Phosphate in Lambert-Eaton Myasthenic Syndrome (LEMS)";2016-11-01;2017-10-01;2017-10-01;TRUE;"Randomized";"Quadruple";"INDUSTRY";FALSE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;2017;"UCLA";NA;"Emmanuel";"journal publication";FALSE;"green";"green";"0028-3878,1526-632X";"Neurology";"Ovid Technologies (Wolters Kluwer Health)";2019-02-06;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Amifampridine Phosphate (Firdapse) Is Effective in a Confirmatory Phase 3 Clinical Trial in LEMS";"Journal of clinical neuromuscular disease";"2019-Mar";NA;"Shieh et al. (2019) Amifampridine Phosphate (Firdapse) Is Effective in a Confirmatory Phase 3 Clinical Trial in LEMS";NA;FALSE;FALSE;NA;NA
"NCT01882998";"30802277";"10.1001/jamapsychiatry.2019.3655";1;1;2019-02-25;NA;2016-05-20;2013-06-17;NA;"Interventional";"Not Applicable";1230;"Completed";"Primary HIV Prevention in Pregnant and Lactating Ugandan Women";2013-02-01;2016-05-01;2016-05-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;2016;"UCSF";NA;"Samruddhi";"journal publication";TRUE;"bronze";"green";"2168-622X";"JAMA Psychiatry";"American Medical Association (AMA)";2020-03-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Primary HIV prevention in pregnant and lactating Ugandan women: A randomized trial";"PloS one";"2019";"2019-02-25";"Homsy et al. (2019) Primary HIV prevention in pregnant and lactating Ugandan women: A randomized trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT03327831";"30807390";"10.1016/j.jaip.2019.01.022";1;3;2019-04-01;NA;2017-12-13;2015-10-23;NA;"Interventional";"Phase 4";31;"Completed";"Study of Daylight Photodynamic Therapy With Aminolevulinic Acid for Actinic Keratoses";2015-04-01;2017-07-01;2017-02-01;FALSE;NA;"None (Open Label)";"OTHER";FALSE;"University of California, Irvine";NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2017;2017;"UCI";NA;"Samruddhi";"journal publication";FALSE;"bronze";"green";"2213-2198";"The Journal of Allergy and Clinical Immunology: In Practice";"Elsevier BV";2019-05-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Use of 5-Aminolevulinic Acid and Daylight Photodynamic Therapy for the Treatment of Actinic Keratoses";"Dermatologic surgery : official publication for American Society for Dermatologic Surgery [et al.]";"2019-04";NA;"Shive et al. (2019) Use of 5-Aminolevulinic Acid and Daylight Photodynamic Therapy for the Treatment of Actinic Keratoses";NA;FALSE;FALSE;NA;NA
"NCT02181062";"30836804";"10.1001/jamapsychiatry.2019.4520";1;1;2019-03-19;NA;2019-12-06;2014-06-30;NA;"Interventional";"Not Applicable";240;"Completed";"Culturally Tailoring a Stroke Intervention in Community Senior Centers";2014-10-01;2018-01-01;2016-08-01;FALSE;"Randomized";"None (Open Label)";"OTHER";TRUE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2018;2016;"UCLA";NA;"Nicole";"journal publication";TRUE;"bronze";"green";"2168-622X";"JAMA Psychiatry";"American Medical Association (AMA)";2020-05-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"""Worth the Walk"": Culturally Tailored Stroke Risk Factor Reduction Intervention in Community Senior Centers";"Journal of the American Heart Association";"2019-03-19";NA;"Menkin et al. (2019) ""Worth the Walk"": Culturally Tailored Stroke Risk Factor Reduction Intervention in Community Senior Centers";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01468753";"30840672";"10.1001/jama.2018.20579";1;2;2019-03-06;NA;2015-05-13;2011-11-07;NA;"Interventional";"Not Applicable";40;"Completed";"Pilot Study: Acceptability, Feasibility and Efficacy of Vaginal Insemination in HIV Discordant Couples (Female Positive, Male Negative) Desiring Conception in Kisumu, Kenya";2012-03-01;2014-02-01;2014-02-01;FALSE;NA;"None (Open Label)";"OTHER";FALSE;NA;NA;NA;"University of California, San Francisco";NA;NA;NA;NA;NA;2011;2012;2014;2014;"UCSF";NA;"Susanne";"journal publication";FALSE;"bronze";"green";"0098-7484";"JAMA";"American Medical Association (AMA)";2019-01-22;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;FALSE;TRUE;TRUE;TRUE;"doi";TRUE;"Empowering HIV-infected women in low-resource settings: A pilot study evaluating a patient-centered HIV prevention strategy for reproduction in Kisumu, Kenya";"PloS one";"2019";"2019-03-06";"Mmeje et al. (2019) Empowering HIV-infected women in low-resource settings: A pilot study evaluating a patient-centered HIV prevention strategy for reproduction in Kisumu, Kenya";NA;FALSE;FALSE;FALSE;NA
"NCT03354000";"30850461";"10.1371/journal.pone.0210064";1;3;2019-03-01;NA;2019-04-17;2017-11-09;NA;"Interventional";"Not Applicable";93;"Completed";"An RCT of an Online Training for Vulnerable Patients to Use an Online Patient Portal Website";2015-08-01;2018-07-31;2017-07-31;FALSE;"Randomized";"Double";"OTHER";TRUE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2017;2015;2018;2017;"UCSF";NA;"Nicole";"journal publication";FALSE;"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";2019-01-09;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A Randomized Trial to Train Vulnerable Primary Care Patients to Use a Patient Portal";"Journal of the American Board of Family Medicine : JABFM";"2019 Mar-Apr";NA;"Lyles et al. (2019) A Randomized Trial to Train Vulnerable Primary Care Patients to Use a Patient Portal";NA;FALSE;FALSE;FALSE;NA
"NCT02966054";"30866859";"10.1016/j.jpeds.2018.11.022";1;1;2019-03-11;NA;2018-04-05;2016-11-09;NA;"Interventional";"Not Applicable";42;"Completed";"Self-monitoring and Reminder Texts to Increase Physical Activity After Cancer: a Pilot Randomized Controlled Trial";2014-08-01;2017-06-20;2017-06-20;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2016;2014;2017;2017;"UCSF";NA;"Samruddhi";"journal publication";TRUE;"hybrid";"hybrid";"0022-3476";"The Journal of Pediatrics";"Elsevier BV";2019-04-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Self-monitoring and reminder text messages to increase physical activity in colorectal cancer survivors (Smart Pace): a pilot randomized controlled trial";"BMC cancer";"2019-Mar-11";"2019-03-11";"Van Blarigan et al. (2019) Self-monitoring and reminder text messages to increase physical activity in colorectal cancer survivors (Smart Pace): a pilot randomized controlled trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02094664";"30887708";"10.1186/s41927-019-0107-2";1;2;2019-03-18;NA;2018-01-05;2014-03-18;2017-07-30;"Interventional";"Not Applicable";32;"Completed";"Heated Humidified Oxygen Compared to Dry Oxygen Therapy in Children With Bronchiolitis";2014-01-01;2015-06-01;2015-06-01;TRUE;"Randomized";"None (Open Label)";"OTHER";FALSE;"UCSF Benioff Children's Hospital Oakland";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;2015;"UCSF";NA;"Emmanuel";"journal publication";FALSE;"gold";"gold";"2520-1026";"BMC Rheumatology";"Springer Science and Business Media LLC";2020-02-03;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A pilot study of heated and humidified low flow oxygen therapy: An assessment in infants with mild and moderate bronchiolitis (HHOT AIR study)";"Pediatric pulmonology";"2019-05";"2019-03-18";"Chen et al. (2019) A pilot study of heated and humidified low flow oxygen therapy: An assessment in infants with mild and moderate bronchiolitis (HHOT AIR study)";NA;FALSE;FALSE;FALSE;NA
"NCT03048786";"30892616";"10.2106/JBJS.19.00563";1;3;2020-03-16;NA;2018-10-01;2017-02-06;NA;"Interventional";"Not Applicable";200;"Completed";"Mobile-based Peer Mentoring for Smoking Cessation";2017-02-06;2017-08-14;2017-08-14;FALSE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2017;2017;2017;2017;"UCSF";NA;"Stefanie";"journal publication";FALSE;"green";"green";"0021-9355,1535-1386";"Journal of Bone and Joint Surgery";"Ovid Technologies (Wolters Kluwer Health)";2020-02-05;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Peer Mentoring and Automated Text Messages for Smoking Cessation: A Randomized Pilot Trial";"Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco";"2020-03-16";NA;"White et al. (2020) Peer Mentoring and Automated Text Messages for Smoking Cessation: A Randomized Pilot Trial";NA;FALSE;FALSE;NA;NA
"NCT03253874";"30907922";"10.1016/j.contraception.2020.01.014";1;2;2019-05-01;NA;2017-08-15;2016-11-15;NA;"Interventional";"Not Applicable";1798;"Completed";"Pre-Operative Testing for Cataract Surgery Among Adults in LA County";2014-10-01;2016-04-01;2016-04-01;FALSE;"Non-Randomized";"Single";"OTHER";TRUE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2016;2014;2016;2016;"UCLA";NA;"Stefanie";"journal publication";FALSE;"green";"green";"0010-7824";"Contraception";"Elsevier BV";2020-06-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Evaluation of an Intervention to Reduce Low-Value Preoperative Care for Patients Undergoing Cataract Surgery at a Safety-Net Health System";"JAMA internal medicine";"2019-05-01";NA;"Mafi et al. (2019) Evaluation of an Intervention to Reduce Low-Value Preoperative Care for Patients Undergoing Cataract Surgery at a Safety-Net Health System";NA;FALSE;FALSE;FALSE;NA
"NCT02715115";"30918097";"10.3390/nu12020405";1;2;2019-03-27;NA;2020-08-06;2016-02-21;NA;"Interventional";"Phase 2";82;"Completed";"A Safety Study of NNZ-2566 in Pediatric Rett Syndrome";2016-03-01;2017-01-05;2017-01-05;FALSE;"Randomized";"Quadruple";"INDUSTRY";TRUE;"University of California, San Diego";NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;2017;"UCSD, UCSF";NA;"Samruddhi";"journal publication";FALSE;"gold";"gold";"2072-6643";"Nutrients";"MDPI AG";2020-02-04;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Double-blind, randomized, placebo-controlled study of trofinetide in pediatric Rett syndrome";"Neurology";"2019-04-16";"2019-03-27";"Glaze et al. (2019) Double-blind, randomized, placebo-controlled study of trofinetide in pediatric Rett syndrome";NA;FALSE;FALSE;FALSE;NA
"NCT02145247";"30918916";"10.1001/jamainternmed.2018.5859";1;2;2019-02-07;NA;2019-08-08;2014-05-20;2019-03-28;"Interventional";"Not Applicable";39;"Completed";"Ovarian Morphology and Theca Cell Androgen Production in Women With Polycystic Ovary Syndrome (PCOS)";2014-05-01;2018-01-01;2017-02-01;TRUE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Diego";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2018;2017;"UCSD";NA;"Mario";"journal publication";FALSE;"bronze";"green";"2168-6106";"JAMA Internal Medicine";"American Medical Association (AMA)";2019-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Individual 17-Hydroxyprogesterone Responses to hCG Are Not Correlated With Follicle Size in Polycystic Ovary Syndrome";"Journal of the Endocrine Society";"2019-Apr-01";"2019-02-07";"Homer et al. (2019) Individual 17-Hydroxyprogesterone Responses to hCG Are Not Correlated With Follicle Size in Polycystic Ovary Syndrome";NA;FALSE;FALSE;FALSE;NA
"NCT01792648";"30943980";"10.1093/cdn/nzz068";1;1;2019-04-03;NA;2017-10-31;2012-04-26;NA;"Interventional";"Not Applicable";24;"Completed";"Effects of Almond Intake on Atherogenic Lipoprotein Particles";2013-04-01;2016-04-01;2016-02-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"UCSF Benioff Children's Hospital Oakland";NA;NA;NA;NA;NA;NA;NA;NA;2012;2013;2016;2016;"UCSF";NA;"Mario";"journal publication";TRUE;"gold";"gold";"2475-2991";"Current Developments in Nutrition";"Oxford University Press (OUP)";2019-06-12;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A randomized, controlled trial on the effects of almonds on lipoprotein response to a higher carbohydrate, lower fat diet in men and women with abdominal adiposity";"Lipids in health and disease";"2019-Apr-03";"2019-04-03";"Williams et al. (2019) A randomized, controlled trial on the effects of almonds on lipoprotein response to a higher carbohydrate, lower fat diet in men and women with abdominal adiposity";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02183909";"30973542";"10.3389/fpubh.2019.00137";1;3;2019-08-01;"can be argued";2017-11-17;2014-05-06;NA;"Interventional";"Not Applicable";380;"Completed";"Connecting Resources for Urban Sexual Health";2013-05-01;2017-08-01;2017-03-01;FALSE;NA;"None (Open Label)";"OTHER";FALSE;"UCSF Center for AIDS Prevention";NA;NA;NA;NA;NA;NA;NA;NA;2014;2013;2017;2017;"UCSF";NA;"Samruddhi";"journal publication";FALSE;"gold";"gold";"2296-2565";"Frontiers in Public Health";"Frontiers Media SA";2019-06-25;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Adherence to PrEP Among Young Men Who Have Sex With Men Participating in a Sexual Health Services Demonstration Project in Alameda County, California";"Journal of acquired immune deficiency syndromes (1999)";"2019-08-01";NA;"Myers et al. (2019) Adherence to PrEP Among Young Men Who Have Sex With Men Participating in a Sexual Health Services Demonstration Project in Alameda County, California";NA;FALSE;FALSE;FALSE;NA
"NCT02090075";"31002997";"10.1016/j.clim.2018.01.011";1;1;2019-03-13;NA;2019-03-29;2014-03-16;2018-08-06;"Interventional";"Phase 4";66;"Completed";"Apixaban Versus Warfarin in the Evaluation of Progression of Atherosclerotic Calcification and Vulnerable Plaque";2014-09-01;2017-04-05;2016-12-27;TRUE;"Randomized";"Double";"OTHER";FALSE;"Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2017;2016;"UCLA";NA;"Nicole";"journal publication";TRUE;"green";"green";"1521-6616";"Clinical Immunology";"Elsevier BV";2018-08-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Apixaban versus warfarin in evaluation of progression of atherosclerotic and calcified plaques (prospective randomized trial)";"American heart journal";"2019-06";"2019-03-13";"Win et al. (2019) Apixaban versus warfarin in evaluation of progression of atherosclerotic and calcified plaques (prospective randomized trial)";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01825681";"31045422";"10.1111/ijpo.12273";1;1;2019-05-01;NA;2019-08-01;2013-03-25;NA;"Interventional";"Not Applicable";175;"Completed";"Life Enhancing Activities for Family Caregivers";2013-10-01;2019-06-30;2017-08-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2019;2017;"UCSF";NA;"Susanne";"journal publication";TRUE;"green";"green";"2047-6302";"Pediatric Obesity";"Wiley";2018-02-28;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Randomized controlled trial of a facilitated online positive emotion regulation intervention for dementia caregivers";"Health psychology : official journal of the Division of Health Psychology, American Psychological Association";"2019-May";NA;"Moskowitz et al. (2019) Randomized controlled trial of a facilitated online positive emotion regulation intervention for dementia caregivers";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02202031";"31075059";"10.1002/mus.26117";1;2;2019-09-06;NA;2019-07-17;2014-07-24;2019-05-31;"Interventional";"Not Applicable";161;"Completed";"Controlling Urgency Through Relaxation Exercises";2014-09-01;2018-03-01;2017-12-01;TRUE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2018;2017;"UCSF";NA;"Nicole";"journal publication";FALSE;"green";"green";"0148-639X";"Muscle &amp; Nerve";"Wiley";2018-04-06;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A Randomized Controlled Trial of Device Guided, Slow-Paced Respiration in Women with Overactive Bladder Syndrome";"The Journal of urology";"2019-10";"2019-09-06";"Huang et al. (2019) A Randomized Controlled Trial of Device Guided, Slow-Paced Respiration in Women with Overactive Bladder Syndrome";NA;FALSE;FALSE;FALSE;NA
"NCT01116661";"31075771";"10.1093/schbul/sby135";1;1;2019-05-10;NA;2019-05-07;2010-05-03;2018-12-27;"Interventional";"Phase 2";199;"Terminated";"Safety Study of Aminolevulinic Acid (ALA) to Enhance Visualization and Resection of Tumors of the Brain";2010-08-01;2019-02-28;2017-12-28;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"UCSF Department of Neurosurgery";NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2019;2017;"UCSF";NA;"Stefanie";"journal publication";TRUE;"bronze";"green";"0586-7614,1745-1701";"Schizophrenia Bulletin";"Oxford University Press (OUP)";2018-10-03;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"The value of visible 5-ALA fluorescence and quantitative protoporphyrin IX analysis for improved surgery of suspected low-grade gliomas";"Journal of neurosurgery";"2019-May-10";"2019-05-10";"Widhalm et al. (2019) The value of visible 5-ALA fluorescence and quantitative protoporphyrin IX analysis for improved surgery of suspected low-grade gliomas";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT03191929";"31095060";"10.2196/diabetes.7063";1;1;2019-06-01;NA;2019-04-16;2017-06-09;NA;"Interventional";"Not Applicable";410;"Completed";"Depression Screening in Primary Care: Using HIT for Patients With Limited English";2011-08-01;2015-06-01;2015-06-01;FALSE;"Randomized";"Single";"OTHER";TRUE;"University of California, Irvine";NA;NA;NA;NA;NA;NA;NA;NA;2017;2011;2015;2015;"UCI";NA;"Nicole";"journal publication";TRUE;"gold";"gold";"2371-4379";"JMIR Diabetes";"JMIR Publications Inc.";2017-06-06;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Novel Health Information Technology to Aid Provider Recognition and Treatment of Major Depressive Disorder and Posttraumatic Stress Disorder in Primary Care";"Medical care";"2019-06";NA;"Sorkin et al. (2019) Novel Health Information Technology to Aid Provider Recognition and Treatment of Major Depressive Disorder and Posttraumatic Stress Disorder in Primary Care";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01900613";"31096944";"10.1186/s12884-019-2172-3";1;1;2019-05-16;NA;2017-07-17;2013-07-11;NA;"Interventional";"Not Applicable";800;"Completed";"Ni??os Sanos, Familia Sana - A Multi-Intervention Program to Prevent Childhood Obesity in Mexican-Heritage Children in Rural California";2011-04-01;2016-09-01;2016-09-01;FALSE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;"Center for Transnational Health, UC Davis";NA;NA;NA;NA;NA;NA;NA;NA;2013;2011;2016;2016;"UCD";NA;"Samruddhi";"journal publication";TRUE;"gold";"gold";"1471-2393";"BMC Pregnancy and Childbirth";"Springer Science and Business Media LLC";2019-01-16;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A three-year multifaceted intervention to prevent obesity in children of Mexican-heritage";"BMC public health";"2019-May-16";"2019-05-16";"Sadeghi et al. (2019) A three-year multifaceted intervention to prevent obesity in children of Mexican-heritage";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02566356";"31103018";"10.1126/scitranslmed.aau7356";1;3;2019-05-18;NA;2019-05-17;2015-09-30;NA;"Interventional";"Early Phase 1";59;"Completed";"Adult Study Oxytocin - fMRI";2012-09-01;2017-09-01;2017-09-01;FALSE;"Randomized";"Double";"OTHER";TRUE;"University of California San Francisco, San Francisco Veterans Affairs Medical Center";NA;NA;NA;NA;NA;NA;NA;NA;2015;2012;2017;2017;"UCSF";NA;"Nicole";"journal publication";FALSE;"green";"green";"1946-6234,1946-6242";"Science Translational Medicine";"American Association for the Advancement of Science (AAAS)";2019-05-08;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Neural and behavioral effects of oxytocin administration during theory of mind in schizophrenia and controls: a randomized control trial";"Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology";"2019-10";"2019-05-18";"De Coster et al. (2019) Neural and behavioral effects of oxytocin administration during theory of mind in schizophrenia and controls: a randomized control trial";NA;FALSE;FALSE;FALSE;NA
"NCT02104466";"31127837";"10.1371/journal.pone.0232197";1;1;2019-11-01;NA;2017-05-30;2014-03-27;NA;"Interventional";"Not Applicable";40;"Completed";"Group Acupuncture Treatment Effects for Painful Diabetic Neuropathy (GATE-PDN)";2015-03-01;2016-03-01;2015-12-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2016;2015;"UCSF";NA;"Emmanuel";"journal publication";TRUE;"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";2020-05-29;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A Randomized Clinical Trial of Group Acupuncture for Painful Diabetic Neuropathy Among Diverse Safety Net Patients";"Pain medicine (Malden, Mass.)";"2019-11-01";NA;"Chao et al. (2019) A Randomized Clinical Trial of Group Acupuncture for Painful Diabetic Neuropathy Among Diverse Safety Net Patients";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT02393456";"31128568";"10.1158/1078-0432.CCR-19-1421";1;3;2019-04-29;"Similar PICO in three studies mentioned , can be argued";2017-08-08;2015-01-22;NA;"Interventional";"Early Phase 1";161;"Completed";"Oxytocin and the Social Brain";2015-01-01;2016-07-01;2016-07-01;FALSE;"Randomized";"Double";"OTHER";FALSE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;"UCLA";NA;"Samruddhi";"journal publication";FALSE;"green";"green";"1078-0432,1557-3265";"Clinical Cancer Research";"American Association for Cancer Research (AACR)";2019-12-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Null results of oxytocin and vasopressin administration across a range of social cognitive and behavioral paradigms: Evidence from a randomized controlled trial";"Psychoneuroendocrinology";"2019-09";"2019-04-29";"Tabak et al. (2019) Null results of oxytocin and vasopressin administration across a range of social cognitive and behavioral paradigms: Evidence from a randomized controlled trial";NA;FALSE;FALSE;NA;NA
