"","id","nct_id","result_group_id","ctgov_group_code","time_frame","event_type","default_vocab","default_assessment","subjects_affected","subjects_at_risk","description","event_count","organ_system","adverse_event_term","frequency_threshold","vocab","assessment"
"59",581820220,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","serious",NA,NA,1,199,NA,1,"Nervous system disorders","Mental status",0,"CTCAE (3.0)","Systematic Assessment"
"60",581820221,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","serious",NA,NA,4,199,NA,4,"Nervous system disorders","Seizure",0,"CTCAE (3.0)","Systematic Assessment"
"61",581820222,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","serious",NA,NA,1,199,NA,1,"Vascular disorders","thrombosis/embolism",0,"CTCAE (3.0)","Systematic Assessment"
"62",581820223,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","serious",NA,NA,1,199,NA,1,"Vascular disorders","Vascular - other",0,"CTCAE (3.0)","Systematic Assessment"
"63",581820224,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,3,199,NA,4,"Blood and lymphatic system disorders","Lymphopenia",0,"CTCAE (3.0)","Systematic Assessment"
"64",581820225,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,5,199,NA,8,"Skin and subcutaneous tissue disorders","Photosensitivity",0,"CTCAE (3.0)","Systematic Assessment"
"65",581820226,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,3,199,NA,3,"Skin and subcutaneous tissue disorders","Dermatology/skin",0,"CTCAE (3.0)","Systematic Assessment"
"66",581820227,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,1,199,NA,1,"Skin and subcutaneous tissue disorders","Dry Skin",0,"CTCAE (3.0)","Systematic Assessment"
"67",581820228,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,1,199,NA,1,"Skin and subcutaneous tissue disorders","Flushing",0,"CTCAE (3.0)","Systematic Assessment"
"68",581820229,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,2,199,NA,2,"Metabolism and nutrition disorders","ALT,SGPT increase",0,"CTCAE (3.0)","Systematic Assessment"
"69",581820230,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,1,199,NA,1,"Metabolism and nutrition disorders","Alkaline Phosphatase",0,"CTCAE (3.0)","Systematic Assessment"
"70",581820231,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,1,199,NA,1,"Metabolism and nutrition disorders","AST,SGOT increase",0,"CTCAE (3.0)","Systematic Assessment"
"71",581820232,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,1,199,NA,1,"Metabolism and nutrition disorders","Hyperbilirubinemia",0,"CTCAE (3.0)","Systematic Assessment"
"72",581820233,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,1,199,NA,1,"Blood and lymphatic system disorders","Hemoglobin decrease",0,"CTCAE (3.0)","Systematic Assessment"
"73",581820234,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,2,199,NA,2,"Cardiac disorders","Hypotension",0,"CTCAE (3.0)","Systematic Assessment"
"74",581820235,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,1,199,NA,1,"Cardiac disorders","hypertension",0,"CTCAE (3.0)","Systematic Assessment"
"75",581820236,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,1,199,NA,1,"General disorders","Fatigue",0,"CTCAE (3.0)","Systematic Assessment"
"76",581820237,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,1,199,NA,1,"Skin and subcutaneous tissue disorders","Pain - skin",0,"CTCAE (3.0)","Systematic Assessment"
"77",581820238,"NCT01116661",60447134,"EG000","From time of ALA dosing up to 14 days post- operative","other",NA,NA,3,199,NA,3,"Metabolism and nutrition disorders","metabolic/Laboratory - other",0,"CTCAE (3.0)","Systematic Assessment"
"78",581909423,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,1,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Gastrointestinal Anastomotic Leak",5,NA,"Systematic Assessment"
"79",581909424,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,1,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Gastrointestinal Anastomotic Leak",5,NA,"Systematic Assessment"
"80",581909425,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Gastrointestinal Anastomotic Leak",5,NA,"Systematic Assessment"
"81",581909426,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,0,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Gastrointestinal Stoma Complication",5,NA,"Systematic Assessment"
"82",581909427,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,2,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Gastrointestinal Stoma Complication",5,NA,"Systematic Assessment"
"83",581909428,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Gastrointestinal Stoma Complication",5,NA,"Systematic Assessment"
"84",581909429,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,1,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Anastomotic Complication",5,NA,"Systematic Assessment"
"85",581909430,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,0,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Anastomotic Complication",5,NA,"Systematic Assessment"
"86",581909431,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Anastomotic Complication",5,NA,"Systematic Assessment"
"87",581909432,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,0,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Incision Site Erosion",5,NA,"Systematic Assessment"
"88",581909433,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,1,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Incision Site Erosion",5,NA,"Systematic Assessment"
"89",581909434,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Incision Site Erosion",5,NA,"Systematic Assessment"
"90",581909435,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,0,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Procedural Haemorrhage",5,NA,"Systematic Assessment"
"91",581909436,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,1,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Procedural Haemorrhage",5,NA,"Systematic Assessment"
"92",581909437,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Procedural Haemorrhage",5,NA,"Systematic Assessment"
"93",581909438,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,1,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Procedural Nausea",5,NA,"Systematic Assessment"
"94",581909439,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,0,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Procedural Nausea",5,NA,"Systematic Assessment"
"95",581909440,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Procedural Nausea",5,NA,"Systematic Assessment"
"96",581909441,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,0,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Stoma Site Haemorrhage",5,NA,"Systematic Assessment"
"97",581909442,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,1,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Stoma Site Haemorrhage",5,NA,"Systematic Assessment"
"98",581909443,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Stoma Site Haemorrhage",5,NA,"Systematic Assessment"
"99",581909444,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,0,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Ureteric Injury",5,NA,"Systematic Assessment"
"100",581909445,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,1,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Ureteric Injury",5,NA,"Systematic Assessment"
"101",581909446,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Ureteric Injury",5,NA,"Systematic Assessment"
"102",581909447,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,0,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Wound",5,NA,"Systematic Assessment"
"103",581909448,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,1,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Wound",5,NA,"Systematic Assessment"
"104",581909449,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Wound",5,NA,"Systematic Assessment"
"105",581909450,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,1,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Wound Dehiscence",5,NA,"Systematic Assessment"
"106",581909451,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,0,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Wound Dehiscence",5,NA,"Systematic Assessment"
"107",581909452,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Injury, poisoning and procedural complications","Wound Dehiscence",5,NA,"Systematic Assessment"
"108",581909453,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,2,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Pelvic Abscess",5,NA,"Systematic Assessment"
"109",581909454,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,4,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Pelvic Abscess",5,NA,"Systematic Assessment"
"110",581909455,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Pelvic Abscess",5,NA,"Systematic Assessment"
"111",581909456,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,2,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Sepsis",5,NA,"Systematic Assessment"
"112",581909457,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,2,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Sepsis",5,NA,"Systematic Assessment"
"113",581909458,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Sepsis",5,NA,"Systematic Assessment"
"114",581909459,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,0,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Abdominal Abscess",5,NA,"Systematic Assessment"
"115",581909460,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,3,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Abdominal Abscess",5,NA,"Systematic Assessment"
"116",581909461,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Abdominal Abscess",5,NA,"Systematic Assessment"
"117",581909462,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,0,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Postoperative Wound Infection",5,NA,"Systematic Assessment"
"118",581909463,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,2,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Postoperative Wound Infection",5,NA,"Systematic Assessment"
"119",581909464,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Postoperative Wound Infection",5,NA,"Systematic Assessment"
"120",581909465,"NCT02205307",60458636,"EG000","8 weeks","serious",NA,NA,2,171,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Urinary Tract Infection",5,NA,"Systematic Assessment"
"121",581909466,"NCT02205307",60458637,"EG001","8 weeks","serious",NA,NA,0,168,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Urinary Tract Infection",5,NA,"Systematic Assessment"
"122",581909467,"NCT02205307",60458638,"EG002","8 weeks","serious",NA,NA,0,8,"Adverse events were monitored/assessed for all randomized subjects. 8 subjects were withdrawn after randomized and not treated either by SPY or STANDARD treatments.",NA,"Infections and infestations","Urinary Tract Infection",5,NA,"Systematic Assessment"
